name,description,signature,threat_score,color,background_color,link,CVE,CVSS,,
Server Side Template Injection,Command Injection,"\${self\.attr._NSAttr__parent.module.runtime.util.os.system\(""[a-zA-Z0-9]+""\)}",9,#00000A,#ff00004a,N/A,N/A,N/A,,
Server Side Template Injection,Command Injection,\$\{self\.context\._with_template\.module\.cache\.util\.os\.system\([^)]+\)\},8,#00000A,#ff00004a,N/A,N/A,N/A,,
Server Side Template Injection,Attempt to access global namespace,\{\{self\._TemplateReference__context\.(\w+\.__init__\.){2}\__globals__\.os\}\},9,#00000A,#ff00004a,N/A,N/A,N/A,,
Server Side Template Injection,Template Injection attempt,"\$?\{self\.(?:module|template|context|attr)\.(?:runtime|module|_with_template|cache|_mmarker|_NSAttr__parent)\.[a-zA-Z.]+\.os\.system\(""[^""]+""\)\}",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Obfuscated JS script detected,"[/*\-'""\\]*\([/* ]*oNcliCk=[^""]*\(\)[ ]*\)\/\/[%0D%0A]*\/\/[</ A-Za-z]*<\/scRipt\/--!>\\x3csVg\/<sVg\/oNloAd=[^""]*\(\)\/\/\>\\x3e",5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",jav&#x09;ascript,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",j&#x61;vascript,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",j&#00097;vascript,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",jav&#x0A;ascript,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Attempt to run JS via Img Src,"[<]+[ ]*IMG[ ]*SRC[ ]*=[ ]*""jav&#x0[a-zA-Z0-9]+;ascript:[^""]*[""]?[ ]*[>]*",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",jav&#x0D;ascript,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ","#\$%&\(\)\*~\+_\.,:;\?@\[\/\|\]\^",9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",j\s+avascript,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",ja\s+vascript,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",jav\s+ascript,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",java\s+script,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",javas\s+cript,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",javasc\s+ript,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",javascr\s+ipt,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",javascri\s+pt,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"Obfuscated ""Javascript"" tag detected ",javascrip\s+t,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Attempt to retrive specific infromation from HTML head.,"\\w+\(document\.head\.(innerHTML|childNodes)(\[[0-9]+\])*\.(substr\([0-9]+,[0-9]+\)|text)?\);?\",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Attack via image tag detected,"<\s*IMG\s*SRC\s*=\s*javascript\s*:\s*[a-zA-Z]*[(]+String\.fromCharCode[(]+[\d,]+[)]+>",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Probable attack script detected,./&lt;script.*,8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Probable attack script detected,.*((%(25)+)|%)*((3C)|<)[\s]*script.*,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Prohibited Character Found,.*javascript.*,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,No Script XSS attempt Detected,"<[^\w<>]*(?:[^<>""'\s]*:)?[^\w<>]*(?:\W*s\W*c\W*r\W*i\W*p\W*t|\W*f\W*o\W*r\W*m|\W*s\W*t\W*y\W*l\W*e|\W*s\W*v\W*g|\W*m\W*a\W*r\W*q\W*u\W*e\W*e|(?:\W*l\W*i\W*n\W*k|\W*o\W*b\W*j\W*e\W*c\W*t|\W*e\W*m\W*b\W*e\W*d|\W*a\W*p\W*p\W*l\W*e\W*t|\W*p\W*a\W*r\W*a\W*m|\W*i?\W*f\W*r\W*a\W*m\W*e|\W*b\W*a\W*s\W*e|\W*b\W*o\W*d\W*y|\W*m\W*e\W*t\W*a|\W*i\W*m\W*a?\W*g\W*e?|\W*v\W*i\W*d\W*e\W*o|\W*a\W*u\W*d\W*i\W*o|\W*b\W*i\W*n\W*d\W*i\W*n\W*g\W*s|\W*s\W*e\W*t|\W*i\W*s\W*i\W*n\W*d\W*e\W*x|\W*a\W*n\W*i\W*m\W*a\W*t\W*e)[^>\w])|(?:<\w[\s\S]*[\s\0\/]|['""])(?:formaction|style|background|src|lowsrc|ping|on(?:d(?:e(?:vice(?:(?:orienta|mo)tion|proximity|found|light)|livery(?:success|error)|activate)|r(?:ag(?:e(?:n(?:ter|d)|xit)|(?:gestur|leav)e|start|drop|over)?|op)|i(?:s(?:c(?:hargingtimechange|onnect(?:ing|ed))|abled)|aling)|ata(?:setc(?:omplete|hanged)|(?:availabl|chang)e|error)|urationchange|ownloading|blclick)|Moz(?:M(?:agnifyGesture(?:Update|Start)?|ouse(?:PixelScroll|Hittest))|S(?:wipeGesture(?:Update|Start|End)?|crolledAreaChanged)|(?:(?:Press)?TapGestur|BeforeResiz)e|EdgeUI(?:C(?:omplet|ancel)|Start)ed|RotateGesture(?:Update|Start)?|A(?:udioAvailable|fterPaint))|c(?:o(?:m(?:p(?:osition(?:update|start|end)|lete)|mand(?:update)?)|n(?:t(?:rolselect|extmenu)|nect(?:ing|ed))|py)|a(?:(?:llschang|ch)ed|nplay(?:through)?|rdstatechange)|h(?:(?:arging(?:time)?ch)?ange|ecking)|(?:fstate|ell)change|u(?:echange|t)|l(?:ick|ose))|m(?:o(?:z(?:pointerlock(?:change|error)|(?:orientation|time)change|fullscreen(?:change|error)|network(?:down|up)load)|use(?:(?:lea|mo)ve|o(?:ver|ut)|enter|wheel|down|up)|ve(?:start|end)?)|essage|ark)|s(?:t(?:a(?:t(?:uschanged|echange)|lled|rt)|k(?:sessione|comma)nd|op)|e(?:ek(?:complete|ing|ed)|(?:lec(?:tstar)?)?t|n(?:ding|t))|u(?:ccess|spend|bmit)|peech(?:start|end)|ound(?:start|end)|croll|how)|b(?:e(?:for(?:e(?:(?:scriptexecu|activa)te|u(?:nload|pdate)|p(?:aste|rint)|c(?:opy|ut)|editfocus)|deactivate)|gin(?:Event)?)|oun(?:dary|ce)|l(?:ocked|ur)|roadcast|usy)|a(?:n(?:imation(?:iteration|start|end)|tennastatechange)|fter(?:(?:scriptexecu|upda)te|print)|udio(?:process|start|end)|d(?:apteradded|dtrack)|ctivate|lerting|bort)|DOM(?:Node(?:Inserted(?:IntoDocument)?|Removed(?:FromDocument)?)|(?:CharacterData|Subtree)Modified|A(?:ttrModified|ctivate)|Focus(?:Out|In)|MouseScroll)|r(?:e(?:s(?:u(?:m(?:ing|e)|lt)|ize|et)|adystatechange|pea(?:tEven)?t|movetrack|trieving|ceived)|ow(?:s(?:inserted|delete)|e(?:nter|xit))|atechange)|p(?:op(?:up(?:hid(?:den|ing)|show(?:ing|n))|state)|a(?:ge(?:hide|show)|(?:st|us)e|int)|ro(?:pertychange|gress)|lay(?:ing)?)|t(?:ouch(?:(?:lea|mo)ve|en(?:ter|d)|cancel|start)|ime(?:update|out)|ransitionend|ext)|u(?:s(?:erproximity|sdreceived)|p(?:gradeneeded|dateready)|n(?:derflow|load))|f(?:o(?:rm(?:change|input)|cus(?:out|in)?)|i(?:lterchange|nish)|ailed)|l(?:o(?:ad(?:e(?:d(?:meta)?data|nd)|start)?|secapture)|evelchange|y)|g(?:amepad(?:(?:dis)?connected|button(?:down|up)|axismove)|et)|e(?:n(?:d(?:Event|ed)?|abled|ter)|rror(?:update)?|mptied|xit)|i(?:cc(?:cardlockerror|infochange)|n(?:coming|valid|put))|o(?:(?:(?:ff|n)lin|bsolet)e|verflow(?:changed)?|pen)|SVG(?:(?:Unl|L)oad|Resize|Scroll|Abort|Error|Zoom)|h(?:e(?:adphoneschange|l[dp])|ashchange|olding)|v(?:o(?:lum|ic)e|ersion)change|w(?:a(?:it|rn)ing|heel)|key(?:press|down|up)|(?:AppComman|Loa)d|no(?:update|match)|Request|zoom))[\s\0]*=",5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Possible XSS attempt detected,"(\\b)(on\\S+)(\\s*)=|javascript:|(<\\s*)(\\/*)script|style(\\s*)=|(<\\s*)meta, """,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Possible XSS attempt detected,<script>(.*?)</script>,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Eval Expression Detected,eval\\((.*?)\\),9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Expression(text) Detected,expression\\((.*?)\\),8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Script Tag With Script detected,<script(.*?)[\r\n]*(.*?)/script>,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,* * format detected,\\*(.*?)[\r\n]*(.*?)\\*,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,unwanted format detected,\\+(.*?)[\r\n]*(.*?)\\+,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,HTML breaking injection detected,"(?:""[^""]*[^-]?>)|(?:[^\w\s]\s*\/>)|(?:>"")",8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Attribute breaking injection detected,"(?:""+.*[<=]\s*""[^""]+"")|(?:""\s*\w+\s*=)|(?:>\w=\/)|(?:#.+\)[""\s]*>)|(?:""\s*(?:src|style|on\w+)\s*=\s*"")|(?:[^""]?""[,;\s]+\w*[\[\(])",7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Unquoted attribute detected,"(?:^>[\w\s]*<\/?\w{2,}>)",5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"URL-, name-, JSON or reffere-contained payload detected",(?:[+\/]\s*name[\W\d]*[)+])|(?:;\W*url\s*=)|(?:[^\w\s\/?:>]\s*(?:location|referrer|name)\s*[^\/\w\s-]),6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Hash-contained xss payload attack detected.,"(?:\W\s*hash\s*[^\w\s-])|(?:\w+=\W*[^,]*,[^\s(]\s*\()|(?:\?""[^\s""]"":)|(?:(?<!\/)__[a-z]+__)|(?:(?:^|[\s)\]\}])(?:s|g)etter\s*=)",8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Self contained XSS detected,"(?:\W\s*hash\s*[^\w\s-])|(?:\w+=\W*[^,]*,[^\s(]\s*\()|(?:\?""[^\s""]"":)|(?:(?<!\/)__[a-z]+__)|(?:(?:^|[\s)\]\}])(?:s|g)etter\s*=)",8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"JavaScript with(), ternary operators and XML predicate attack detected.",(?:[=(].+\?.+:)|(?:with\([^)]*\)\))|(?:\.\s*source\W),9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Self executing javascript function detected,"(?:\/\w*\s*\)\s*\()|(?:\([\w\s]+\([\w\s]+\)[\w\s]+\))|(?:(?<!(?:mozilla\/\d\.\d\s))\([^)[]+\[[^\]]+\][^)]*\))|(?:[^\s!][{([][^({[]+[{([][^}\])]+[}\])][\s+"",\d]*[}\])])|(?:""\)?\]\W*\[)|(?:=\s*[^\s:;]+\s*[{([][^}\])]+[}\])];)",7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,"IE octal, Hex or unicode entities detected","(?:\\u00[a-f0-9]{2})|(?:\\x0*[a-f0-9]{2})|(?:\\\d{2,3})",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Directory Traversal attempt detected,(?:(?:\/|\\)?\.+(\/|\\)(?:\.+)?)|(?:\w+\.exe\??\s)|(?:;\s*\w+\s*\/[\w*-]+\/)|(?:\d\.\dx\|)|(?:%(?:c0\.|af\.|5c\.))|(?:\/(?:%2e){2}),8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Attempt to traverse specific directories detected,"(?:%c0%ae\/)|(?:(?:\/|\\)(home|conf|usr|etc|proc|opt|s?bin|local|dev|tmp|kern|[br]oot|sys|system|windows|winnt|program|%[a-z_-]{3,}%)(?:\/|\\))|(?:(?:\/|\\)inetpub|localstart\.asp|boot\.ini)",9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Password Inclusion Attempt detected,(?:etc\/\W*passwd),5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Halfwidth/fullwidth encoded unicode HTML breaking attempt detected,(?:%u(?:ff|00|e\d)\w\w)|(?:(?:%(?:e\w|c[^3\W]|))(?:%\w\w)(?:%\w\w)?),7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Possible vbscript/jscript encoded and packed functions detected,"(?:#@~\^\w+)|(?:\w+script:|@import[^\w]|;base64|base64,)|(?:\w\s*\([\w\s]+,[\w\s]+,[\w\s]+,[\w\s]+,[\w\s]+,[\w\s]+\))",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,JavaScript DOM/miscellaneous propertied and methods detected,"([^*:\s\w,.\/?+-]\s*)?(?<![a-z]\s)(?<![a-z\/_@\-\|])(\s*return\s*)?(?:create(?:element|attribute|textnode)|[a-z]+events?|setattribute|getelement\w+|appendchild|createrange|createcontextualfragment|removenode|parentnode|decodeuricomponent|\wettimeout|(?:ms)?setimmediate|option|useragent)(?(1)[^\w%""]|(?:\s*[^@\s\w%"",.+\-]))",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Possible includes and typical script method detected,"([^*\s\w,.\/?+-]\s*)?(?<![a-mo-z]\s)(?<![a-z\/_@])(\s*return\s*)?(?:alert|inputbox|showmod(?:al|eless)dialog|showhelp|infinity|isnan|isnull|iterator|msgbox|executeglobal|expression|prompt|write(?:ln)?|confirm|dialog|urn|(?:un)?eval|exec|execscript|tostring|status|execute|window|unescape|navigate|jquery|getscript|extend|prototype)(?(1)[^\w%""]|(?:\s*[^@\s\w%"",.:\/+\-]))",5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,JS object Property or method detected,"([^*:\s\w,.\/?+-]\s*)?(?<![a-z]\s)(?<![a-z\/_@])(\s*return\s*)?(?:hash|name|href|navigateandfind|source|pathname|close|constructor|port|protocol|assign|replace|back|forward|document|ownerdocument|window|top|this|self|parent|frames|_?content|date|cookie|innerhtml|innertext|csstext+?|outerhtml|print|moveby|resizeto|createstylesheet|stylesheets)(?(1)[^\w%""]|(?:\s*[^@\/\s\w%.+\-]))",8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,JS array properties and methods detected,"([^*:\s\w,.\/?+-]\s*)?(?<![a-z]\s)(?<![a-z\/_@\-\|])(\s*return\s*)?(?:join|pop|push|reverse|reduce|concat|map|shift|sp?lice|sort|unshift)(?(1)[^\w%""]|(?:\s*[^@\s\w%,.+\-]))",9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,JS String or methods detected,"([^*:\s\w,.\/?+-]\s*)?(?<![a-z]\s)(?<![a-z\/_@\-\|])(\s*return\s*)?(?:set|atob|btoa|charat|charcodeat|charset|concat|crypto|frames|fromcharcode|indexof|lastindexof|match|navigator|toolbar|menubar|replace|regexp|slice|split|substr|substring|escape|\w+codeuri\w*)(?(1)[^\w%""]|(?:\s*[^@\s\w%,.+\-]))",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,JS Language constructs detected,"(?:\)\s*\[)|([^*"":\s\w,.\/?+-]\s*)?(?<![a-z]\s)(?<![a-z_@\|])(\s*return\s*)?(?:globalstorage|sessionstorage|postmessage|callee|constructor|content|domain|prototype|try|catch|top|call|apply|url|function|object|array|string|math|if|for\s*(?:each)?|elseif|case|switch|regex|boolean|location|(?:ms)?setimmediate|settimeout|setinterval|void|setexpression|namespace|while)(?(1)[^\w%""]|(?:\s*[^@\s\w%"".+\-\/]))",5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Probing detected,"(?:,\s*(?:alert|showmodaldialog|eval)\s*,)|(?::\s*eval\s*[^\s])|([^:\s\w,.\/?+-]\s*)?(?<![a-z\/_@])(\s*return\s*)?(?:(?:document\s*\.)?(?:.+\/)?(?:alert|eval|msgbox|showmod(?:al|eless)dialog|showhelp|prompt|write(?:ln)?|confirm|dialog|open))\s*(?:[^.a-z\s\-]|(?:\s*[^\s\w,.@\/+-]))|(?:java[\s\/]*\.[\s\/]*lang)|(?:\w\s*=\s*new\s+\w+)|(?:&\s*\w+\s*\)[^,])|(?:\+[\W\d]*new\s+\w+[\W\d]*\+)|(?:document\.\w)",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Advancced XSS Probings detected,(?:=\s*(?:top|this|window|content|self|frames|_content))|(?:\/\s*[gimx]*\s*[)}])|(?:[^\s]\s*=\s*script)|(?:\.\s*constructor)|(?:default\s+xml\s+namespace\s*=)|(?:\/\s*\+[^+]+\s*\+\s*\/),9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,JS location/document property acess attempt or window access obfuscation detected,"(?:\.\s*\w+\W*=)|(?:\W\s*(?:location|document)\s*\W[^({[;]+[({[;])|(?:\(\w+\?[:\w]+\))|(?:\w{2,}\s*=\s*\d+[^&\w]\w+)|(?:\]\s*\(\s*\w+)",8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Basic obfuscated JS Script detected,"(?:["".]script\s*\()|(?:\$\$?\s*\(\s*[\w""])|(?:\/[\w\s]+\/\.)|(?:=\s*\/\w+\/\s*\.)|(?:(?:this|window|top|parent|frames|self|content)\[\s*[(,""]*\s*[\w\$])|(?:,\s*new\s+\w+\s*[,;)])",9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Obfuscated JS Script jnjection detected,"(?:=\s*[$\w]\s*[\(\[])|(?:\(\s*(?:this|top|window|self|parent|_?content)\s*\))|(?:src\s*=s*(?:\w+:|\/\/))|(?:\w+\[(""\w+""|\w+\|\|))|(?:[\d\W]\|\|[\d\W]|\W=\w+,)|(?:\/\s*\+\s*[a-z""])|(?:=\s*\$[^([]*\()|(?:=\s*\(\s*"")",7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Cookie stealing or redirection attempt detected,(?:[^:\s\w]+\s*[^\w\/](href|protocol|host|hostname|pathname|hash|port|cookie)[^\w]),6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,URL or VBS Injection detected,"(?:(?:vbs|vbscript|data):.*[,+])|(?:\w+\s*=\W*(?!https?)\w+:)|(jar:\w+:)|(=\s*""?\s*vbs(?:ript)?:)|(language\s*=\s?""?\s*vbs(?:ript)?)|on\w+\s*=\*\w+\-""?",7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,IE Firefoxurl injection or cache poisoning attempt detected,(?:firefoxurl:\w+\|)|(?:(?:file|res|telnet|nntp|news|mailto|chrome)\s*:\s*[%&#xu\/]+)|(wyciwyg|firefoxurl\s*:\s*\/\s*\/),7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Bindings and behaviour injection detected,(?:binding\s?=|moz-binding|behavior\s?=)|(?:[\s\/]style\s*=\s*[-\\]),6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Common XSS concatenation patterns detected,"(?:=\s*\w+\s*\+\s*"")|(?:\+=\s*\(\s"")|(?:!+\s*[\d.,]+\w?\d*\s*\?)|(?:=\s*\[s*\])|(?:""\s*\+\s*"")|(?:[^\s]\[\s*\d+\s*\]\s*[;+])|(?:""\s*[&|]+\s*"")|(?:\/\s*\?\s*"")|(?:\/\s*\)\s*\[)|(?:\d\?.+:\d)|(?:]\s*\[\W*\w)|(?:[^\s]\s*=\s*\/)",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Common XSS concatenation patterns detected,"(?:=\s*\d*\.\d*\?\d*\.\d*)|(?:[|&]{2,}\s*"")|(?:!\d+\.\d*\?"")|(?:\/:[\w.]+,)|(?:=[\d\W\s]*\[[^]]+\])|(?:\?\w+:\w+)",7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Obfuscated Script tag detected,(?:\<\w*:?\s(?:[^\>]*)t(?!rong))|(?:\<scri)|(<\w+:\w+),7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Attributes in closing tags and conditional compilation tokens detected,"(?:\<\/\w+\s\w+)|(?:@(?:cc_on|set)[\s@,""=])",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,BASE hred injection or XML entity injection detected,(?:\<base\s+)|(?:<!(?:element|entity|\[CDATA)),5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Possibly mallicious html element detected,(?:\<[\/]?(?:[i]?frame|applet|isindex|marquee|keygen|script|audio|video|input|button|textarea|style|base|body|meta|link|object|embed|param|plaintext|xm\w+|image|im(?:g|port))),9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Nullbyte or other dangerous character detected,(?:\\x[01fe][\db-ce-f])|(?:%[01fe][\db-ce-f])|(?:&#[01fe][\db-ce-f])|(?:\\[01fe][\db-ce-f])|(?:&#x[01fe][\db-ce-f]),9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Basic XSS DoS attempt detected,"(?:(^|\W)const\s+[\w\-]+\s*=)|(?:(?:do|for|while)\s*\([^;]+;+\))|(?:(?:^|\W)on\w+\s*=[\w\W]*(?:on\w+|alert|eval|print|confirm|prompt))|(?:groups=\d+\(\w+\))|(?:(.)\1{128,})",9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Common function declaration or special JS operator detected,(?:function[^(]*\([^)]*\))|(?:(?:delete|void|throw|instanceof|new|typeof)[^\w.]+\w+\s*[([])|([)\]]\s*\.\s*\w+\s*=)|(?:\(\s*new\s+\w+\s*\)\.),9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""img_tag"": ""(?i).*(<|%3C)\s*img.*""",9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""iframe_tag"": ""(?i).*(<|%3C)\s*iframe.*""",9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""object_tag"": ""(?i).*(<|%3C)\s*object.*""",6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""embed_tag"": ""(?i).*(<|%3C)\s*embed.*""",8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""script_tag"": ""(?i).*(<|%3C)\s*script.*""",5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""alert_event"": ""(?i).*[\s\""\'`;\/0-9=\x0B\x09\x0C\x3B\x2C\x28\x3B]alert(.*""",7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""href_property"": ""(?i).*[\s\""\'`;\/0-9=\x0B\x09\x0C\x3B\x2C\x28\x3B]href[\s\x0B\x09\x0C\x3B\x2C\x28\x3B]*?=[^=].*""",7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""src_property"": ""(?i).*[\s\""\'`;\/0-9=\x0B\x09\x0C\x3B\x2C\x28\x3B]src[\s\x0B\x09\x0C\x3B\x2C\x28\x3B]*?=[^=].*""",5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""flash_command_event"": ""(?i).*i[\s\""\'`;\/0-9=\x0B\x09\x0C\x3B\x2C\x28\x3B]fscommand[\s\x0B\x09\x0C\x3B\x2C\x28\x3B]*?=[^=].*""",8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""event"": ""(?i).*[\s\""\'`;\/0-9=\x0B\x09\x0C\x3B\x2C\x28\x3B]on[a-zA-Z]{3,25}[\s\x0B\x09\x0C\x3B\x2C\x28\x3B]*?=[^=].*""",5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,XSS Attempt Detected,"""attribute_vector"": ""(?i).*[\s\S](?:\b(?:x(?:link:href|html|mlns)|data:text\/html|pattern\b.*?=|formaction)|!ENTITY\s+(?:\S+|%\s+\S+)\s+(?:PUBLIC|SYSTEM)|;base64|@import)\b.*""",7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Attribute breaking injection including obfuscated attribute detected,"(?:[\s\/""]+[-\w\/\\\*]+\s*=.+(?:\/\s*>))",8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Basic VBScript injection detected,(?:(?:msgbox|eval)\s*\+|(?:language\s*=\*vbscript)),8,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Obfuscated JS tad Detected,j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;,6,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,URL Forwared using location.href,location\.\s*href,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Found JAVASCRIPT in ASCII encoded ,&#0000106\s*&#0000097\s*&#0000118\s*&#0000097\s*&#0000115\s*&#0000099\s*&#0000114\s*&#0000105\s*&#0000112\s*&#0000116,9,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,HTML Character encoded JAVASCRIPT tag found,&#106;\s*&#97;\s*&#118;\s*&#97;\s*&#115;\s*&#99;\s*&#114;\s*&#105;\s*&#112;\s*&#116;,5,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,HEX Char encoded JAVASCRIPT tag found,&#x6A\s*&#x61\s*&#x76\s*&#x61\s*&#x73\s*&#x63\s*&#x72\s*&#x69\s*&#x70\s*&#x74,7,#00000A,#ff00004a,N/A,N/A,N/A,,
Cross-Site Scripting,Possible XSS attempt detected,<\s*script\b[^>]*>[^<]+<\s*/\s*script\s*>,9,#00000A,#ff00004a,N/A,N/A,N/A,,
